customer_id,profile,subscription_months,successful_payments,failed_payments,avg_delay_days,reminder_success_rate,monthly_amount
C08661,frequent_failure,18,13,5,5.53,0.3,499
C08662,reliable,8,8,0,0.25,0.75,499
C08663,occasionally_late,22,19,3,3.41,0.69,499
C08664,churn_risk,10,3,7,11.4,0.27,499
C08665,reliable,14,14,0,0.37,0.96,499
C08666,occasionally_late,19,17,2,2.95,0.45,499
C08667,frequent_failure,9,5,4,5.81,0.49,499
C08668,occasionally_late,21,18,3,3.72,0.68,499
C08669,occasionally_late,21,17,4,2.07,0.77,499
C08670,reliable,26,26,0,0.2,0.87,499
C08671,churn_risk,7,5,2,12.37,0.21,499
C08672,occasionally_late,16,13,3,2.3,0.61,499
C08673,reliable,16,16,0,0.55,0.73,499
C08674,occasionally_late,22,18,4,3.1,0.66,499
C08675,occasionally_late,18,15,3,3.61,0.62,499
C08676,reliable,32,30,2,0.47,0.83,499
C08677,reliable,33,33,0,0.4,0.8,499
C08678,reliable,32,28,4,0.73,0.72,499
C08679,reliable,23,22,1,0.19,0.96,499
C08680,reliable,33,33,0,0.89,0.96,499
C08681,reliable,14,13,1,0.69,0.84,499
C08682,reliable,26,25,1,0.65,0.86,499
C08683,reliable,33,30,3,0.24,0.92,499
C08684,churn_risk,5,1,4,13.31,0.24,499
C08685,occasionally_late,21,18,3,3.04,0.48,499
C08686,occasionally_late,8,8,0,1.44,0.5,499
C08687,reliable,24,23,1,0.07,0.73,499
C08688,churn_risk,4,2,2,9.76,0.15,499
C08689,frequent_failure,12,8,4,3.62,0.32,499
C08690,frequent_failure,18,9,9,6.12,0.32,499
C08691,occasionally_late,24,24,0,2.17,0.55,499
C08692,frequent_failure,6,6,0,7.33,0.2,499
C08693,reliable,18,16,2,0.9,0.9,499
C08694,churn_risk,7,5,2,7.43,0.19,499
C08695,frequent_failure,14,11,3,6.68,0.2,499
C08696,occasionally_late,9,9,0,1.77,0.59,499
C08697,occasionally_late,4,4,0,3.57,0.62,499
C08698,reliable,36,35,1,0.6,0.89,499
C08699,churn_risk,10,5,5,5.81,0.22,499
C08700,occasionally_late,14,13,1,3.42,0.77,499
C08701,reliable,10,10,0,0.09,0.74,499
C08702,frequent_failure,15,10,5,6.77,0.36,499
C08703,churn_risk,2,1,1,13.69,0.07,499
C08704,reliable,33,31,2,0.42,0.83,499
C08705,reliable,26,24,2,0.44,0.97,499
C08706,reliable,18,17,1,0.15,0.94,499
C08707,reliable,6,5,1,0.49,0.81,499
C08708,occasionally_late,20,15,5,2.59,0.62,499
C08709,reliable,7,7,0,0.54,0.79,499
C08710,churn_risk,2,2,0,11.0,0.27,499
C08711,reliable,6,5,1,0.74,0.87,499
C08712,occasionally_late,4,4,0,2.88,0.52,499
C08713,reliable,34,31,3,0.05,0.83,499
C08714,reliable,21,21,0,0.12,0.7,499
C08715,reliable,32,31,1,0.32,0.82,499
C08716,occasionally_late,13,10,3,2.06,0.49,499
C08717,frequent_failure,17,14,3,5.64,0.22,499
C08718,frequent_failure,4,4,0,4.03,0.29,499
C08719,occasionally_late,11,9,2,1.43,0.64,499
C08720,reliable,10,10,0,0.41,0.75,499
C08721,reliable,10,10,0,0.13,0.92,499
C08722,frequent_failure,8,4,4,7.91,0.21,499
C08723,reliable,33,33,0,0.92,0.83,499
C08724,occasionally_late,8,8,0,3.92,0.57,499
C08725,occasionally_late,15,13,2,3.9,0.54,499
C08726,reliable,20,19,1,0.99,0.74,499
C08727,reliable,14,14,0,0.6,0.8,499
C08728,frequent_failure,6,5,1,5.41,0.37,499
C08729,reliable,28,25,3,0.52,0.75,499
C08730,reliable,15,14,1,0.39,0.72,499
C08731,occasionally_late,12,11,1,2.29,0.79,499
C08732,reliable,10,9,1,0.31,0.71,499
C08733,churn_risk,2,0,2,14.38,0.14,499
C08734,frequent_failure,18,14,4,6.5,0.37,499
C08735,occasionally_late,22,17,5,2.68,0.59,499
C08736,reliable,27,26,1,0.88,0.83,499
C08737,churn_risk,9,6,3,9.6,0.18,499
C08738,reliable,20,20,0,0.78,0.85,499
C08739,frequent_failure,8,6,2,4.26,0.42,499
C08740,reliable,9,8,1,0.83,0.96,499
C08741,reliable,35,34,1,0.25,0.79,499
C08742,churn_risk,4,2,2,6.86,0.26,499
C08743,occasionally_late,6,5,1,1.14,0.66,499
C08744,reliable,24,21,3,0.51,0.91,499
C08745,reliable,18,18,0,0.68,0.8,499
C08746,churn_risk,9,8,1,10.81,0.14,499
C08747,reliable,18,18,0,0.97,0.81,499
C08748,occasionally_late,15,12,3,2.85,0.6,499
C08749,reliable,10,10,0,0.22,0.95,499
C08750,reliable,10,9,1,0.43,0.79,499
C08751,reliable,23,20,3,0.7,0.93,499
C08752,occasionally_late,21,20,1,1.4,0.52,499
C08753,frequent_failure,4,3,1,7.85,0.41,499
C08754,reliable,9,9,0,0.48,0.91,499
C08755,reliable,29,29,0,0.56,0.85,499
C08756,churn_risk,1,0,1,8.66,0.14,499
C08757,occasionally_late,8,8,0,3.11,0.78,499
C08758,reliable,17,17,0,0.39,0.73,499
C08759,churn_risk,3,1,2,13.95,0.09,499
C08760,reliable,10,10,0,0.67,0.85,499
C08761,reliable,12,11,1,0.52,0.91,499
C08762,reliable,17,16,1,0.48,0.96,499
C08763,reliable,22,21,1,0.76,0.79,499
C08764,frequent_failure,17,14,3,4.77,0.47,499
C08765,occasionally_late,7,6,1,3.95,0.61,499
C08766,reliable,35,35,0,0.39,0.84,499
C08767,reliable,14,14,0,0.7,0.8,499
C08768,frequent_failure,8,7,1,6.06,0.28,499
C08769,churn_risk,5,3,2,14.59,0.13,499
C08770,frequent_failure,9,6,3,6.05,0.38,499
C08771,reliable,24,21,3,0.35,0.73,499
C08772,reliable,34,32,2,0.78,0.83,499
C08773,occasionally_late,10,9,1,3.52,0.68,499
C08774,occasionally_late,15,12,3,1.28,0.7,499
C08775,frequent_failure,8,4,4,5.63,0.19,499
C08776,churn_risk,11,6,5,8.71,0.08,499
C08777,occasionally_late,4,4,0,1.72,0.69,499
C08778,occasionally_late,20,15,5,1.54,0.63,499
C08779,reliable,15,15,0,0.73,0.79,499
C08780,occasionally_late,7,7,0,3.08,0.45,499
C08781,churn_risk,8,7,1,6.1,0.05,499
C08782,reliable,33,30,3,0.41,0.79,499
C08783,occasionally_late,21,19,2,1.72,0.47,499
C08784,reliable,14,14,0,0.38,0.85,499
C08785,frequent_failure,15,9,6,3.62,0.4,499
C08786,reliable,30,28,2,0.68,0.86,499
C08787,churn_risk,6,2,4,6.95,0.07,499
C08788,reliable,11,11,0,0.77,0.87,499
C08789,reliable,25,24,1,0.38,0.78,499
C08790,reliable,31,30,1,0.56,0.73,499
C08791,frequent_failure,14,12,2,5.05,0.38,499
C08792,reliable,35,33,2,0.55,0.89,499
C08793,reliable,6,6,0,0.92,0.85,499
C08794,reliable,9,9,0,0.77,0.73,499
C08795,reliable,12,10,2,0.66,0.96,499
C08796,frequent_failure,17,14,3,5.4,0.25,499
C08797,frequent_failure,3,2,1,5.66,0.18,499
C08798,reliable,6,6,0,0.97,0.85,499
C08799,occasionally_late,21,16,5,2.54,0.46,499
C08800,churn_risk,8,4,4,8.86,0.2,499
C08801,occasionally_late,22,17,5,3.05,0.59,499
C08802,churn_risk,3,1,2,7.42,0.19,499
C08803,reliable,28,26,2,0.79,0.94,499
C08804,reliable,15,15,0,0.2,0.88,499
C08805,reliable,16,16,0,0.08,0.7,499
C08806,frequent_failure,10,9,1,3.82,0.31,499
C08807,reliable,36,36,0,0.18,0.89,499
C08808,reliable,8,6,2,0.24,0.72,499
C08809,occasionally_late,20,17,3,3.33,0.74,499
C08810,frequent_failure,19,13,6,4.56,0.24,499
C08811,occasionally_late,14,13,1,3.29,0.49,499
C08812,occasionally_late,10,9,1,3.3,0.76,499
C08813,churn_risk,1,1,0,9.61,0.18,499
C08814,reliable,33,32,1,0.36,0.98,499
C08815,reliable,25,22,3,0.4,0.98,499
C08816,churn_risk,10,5,5,10.73,0.19,499
C08817,occasionally_late,12,10,2,1.8,0.54,499
C08818,frequent_failure,8,6,2,4.72,0.34,499
C08819,occasionally_late,22,17,5,2.38,0.79,499
C08820,frequent_failure,6,4,2,5.19,0.28,499
C08821,reliable,33,33,0,0.0,0.83,499
C08822,churn_risk,11,6,5,13.86,0.21,499
C08823,occasionally_late,8,6,2,1.97,0.79,499
C08824,occasionally_late,11,10,1,2.0,0.69,499
C08825,churn_risk,1,1,0,13.36,0.11,499
C08826,reliable,30,30,0,0.45,0.97,499
C08827,reliable,33,33,0,0.69,0.73,499
C08828,reliable,10,10,0,0.2,0.88,499
C08829,reliable,34,32,2,0.73,1.0,499
C08830,reliable,17,14,3,0.61,0.73,499
C08831,reliable,23,22,1,0.35,0.91,499
C08832,reliable,12,11,1,0.05,0.92,499
C08833,reliable,15,14,1,0.02,0.86,499
C08834,occasionally_late,16,15,1,2.97,0.66,499
C08835,reliable,11,11,0,0.45,0.72,499
C08836,occasionally_late,24,22,2,2.7,0.65,499
C08837,occasionally_late,12,10,2,3.59,0.66,499
C08838,occasionally_late,22,21,1,3.33,0.66,499
C08839,reliable,15,15,0,0.43,0.89,499
C08840,occasionally_late,22,20,2,3.54,0.62,499
C08841,occasionally_late,20,20,0,3.51,0.64,499
C08842,churn_risk,7,3,4,9.32,0.22,499
C08843,reliable,18,18,0,0.07,0.73,499
C08844,reliable,17,17,0,0.55,0.9,499
C08845,frequent_failure,14,9,5,3.57,0.26,499
C08846,reliable,32,29,3,0.46,0.9,499
C08847,occasionally_late,14,14,0,3.04,0.7,499
C08848,frequent_failure,6,4,2,5.1,0.4,499
C08849,reliable,17,17,0,0.52,0.93,499
C08850,churn_risk,4,3,1,9.29,0.15,499
C08851,reliable,28,25,3,0.79,0.84,499
C08852,reliable,19,19,0,0.99,0.96,499
C08853,churn_risk,2,1,1,6.96,0.12,499
C08854,reliable,19,16,3,0.8,0.85,499
C08855,reliable,27,27,0,0.19,0.94,499
C08856,reliable,16,14,2,0.63,0.95,499
C08857,reliable,17,17,0,0.2,0.78,499
C08858,occasionally_late,12,11,1,3.81,0.47,499
C08859,frequent_failure,11,9,2,7.41,0.4,499
C08860,churn_risk,6,4,2,9.18,0.15,499
C08861,occasionally_late,15,12,3,2.1,0.46,499
C08862,reliable,8,8,0,0.36,0.82,499
C08863,frequent_failure,9,5,4,3.67,0.18,499
C08864,reliable,28,28,0,0.21,0.72,499
C08865,occasionally_late,23,20,3,2.43,0.59,499
C08866,occasionally_late,6,6,0,2.81,0.59,499
C08867,reliable,18,17,1,0.39,0.97,499
C08868,occasionally_late,4,3,1,1.94,0.46,499
C08869,reliable,8,8,0,0.42,0.92,499
C08870,reliable,14,14,0,0.96,0.83,499
C08871,reliable,19,16,3,0.43,0.86,499
C08872,churn_risk,5,3,2,7.54,0.26,499
C08873,reliable,12,12,0,0.43,0.81,499
C08874,reliable,13,13,0,0.36,0.86,499
C08875,reliable,16,16,0,0.7,0.78,499
C08876,reliable,27,27,0,0.4,0.97,499
C08877,frequent_failure,12,10,2,6.0,0.46,499
C08878,reliable,24,23,1,0.19,0.83,499
C08879,reliable,9,8,1,0.96,0.77,499
C08880,reliable,24,24,0,0.91,0.8,499
C08881,frequent_failure,11,6,5,3.41,0.23,499
C08882,reliable,27,25,2,0.59,0.93,499
C08883,occasionally_late,7,5,2,2.79,0.7,499
C08884,occasionally_late,20,16,4,2.21,0.69,499
C08885,frequent_failure,12,8,4,4.87,0.3,499
C08886,occasionally_late,8,7,1,1.38,0.65,499
C08887,frequent_failure,8,5,3,3.35,0.37,499
C08888,churn_risk,8,6,2,9.82,0.11,499
C08889,reliable,15,15,0,0.13,0.72,499
C08890,reliable,27,21,6,0.93,0.85,499
C08891,reliable,30,30,0,0.23,0.91,499
C08892,reliable,34,32,2,0.88,0.9,499
C08893,churn_risk,2,1,1,8.48,0.11,499
C08894,occasionally_late,9,9,0,1.7,0.74,499
C08895,churn_risk,11,8,3,13.06,0.14,499
C08896,churn_risk,11,8,3,8.58,0.07,499
C08897,frequent_failure,9,7,2,3.07,0.47,499
C08898,occasionally_late,17,13,4,3.87,0.56,499
C08899,reliable,13,13,0,0.48,0.71,499
C08900,reliable,19,17,2,0.18,0.87,499
C08901,reliable,28,28,0,0.01,0.73,499
C08902,occasionally_late,4,3,1,3.92,0.63,499
C08903,reliable,30,27,3,0.66,0.82,499
C08904,reliable,9,9,0,0.5,0.89,499
C08905,frequent_failure,3,2,1,3.22,0.21,499
C08906,frequent_failure,11,7,4,3.77,0.36,499
C08907,reliable,17,16,1,0.54,0.97,499
C08908,reliable,26,26,0,0.92,0.89,499
C08909,occasionally_late,24,20,4,3.5,0.5,499
C08910,frequent_failure,11,9,2,6.06,0.18,499
C08911,reliable,22,21,1,0.63,0.72,499
C08912,reliable,14,14,0,0.07,0.74,499
C08913,occasionally_late,12,10,2,1.9,0.54,499
C08914,occasionally_late,12,12,0,1.05,0.56,499
C08915,churn_risk,10,4,6,5.91,0.06,499
C08916,reliable,21,18,3,0.04,0.74,499
C08917,churn_risk,2,0,2,6.4,0.2,499
C08918,reliable,7,5,2,0.18,1.0,499
C08919,reliable,28,28,0,0.15,0.97,499
C08920,occasionally_late,20,18,2,3.63,0.78,499
C08921,reliable,36,33,3,0.44,0.95,499
C08922,reliable,34,33,1,0.7,0.9,499
C08923,occasionally_late,18,18,0,2.35,0.68,499
C08924,reliable,27,26,1,0.46,0.71,499
C08925,reliable,24,21,3,0.31,0.71,499
C08926,reliable,30,30,0,0.79,0.89,499
C08927,reliable,17,17,0,0.04,0.71,499
C08928,occasionally_late,13,9,4,3.45,0.79,499
C08929,reliable,8,8,0,0.39,0.84,499
C08930,reliable,27,27,0,0.29,0.97,499
C08931,reliable,25,23,2,0.76,0.73,499
C08932,reliable,25,24,1,0.93,0.98,499
C08933,frequent_failure,7,6,1,5.82,0.38,499
C08934,frequent_failure,15,9,6,6.84,0.2,499
C08935,reliable,35,35,0,0.79,0.84,499
C08936,occasionally_late,21,16,5,1.75,0.78,499
C08937,reliable,29,29,0,0.61,0.93,499
C08938,occasionally_late,7,6,1,2.23,0.46,499
C08939,occasionally_late,16,13,3,1.21,0.65,499
C08940,reliable,6,6,0,0.91,0.91,499
C08941,reliable,35,34,1,0.56,0.71,499
C08942,reliable,8,6,2,0.33,0.95,499
C08943,frequent_failure,19,13,6,5.67,0.17,499
C08944,occasionally_late,15,12,3,1.63,0.66,499
C08945,occasionally_late,11,11,0,3.43,0.76,499
C08946,reliable,27,25,2,0.02,0.8,499
C08947,occasionally_late,14,13,1,2.81,0.74,499
C08948,churn_risk,10,5,5,12.11,0.11,499
C08949,occasionally_late,22,20,2,3.84,0.59,499
C08950,reliable,28,25,3,0.85,0.8,499
C08951,reliable,23,20,3,0.43,0.71,499
C08952,reliable,29,27,2,0.26,0.81,499
C08953,occasionally_late,13,11,2,3.4,0.48,499
C08954,reliable,6,6,0,0.22,0.85,499
C08955,frequent_failure,7,4,3,4.62,0.35,499
C08956,frequent_failure,9,7,2,5.45,0.19,499
C08957,frequent_failure,6,4,2,4.99,0.47,499
C08958,occasionally_late,24,19,5,3.22,0.73,499
C08959,reliable,7,6,1,0.37,0.77,499
C08960,reliable,32,29,3,0.05,0.95,499
C08961,reliable,6,5,1,0.03,0.82,499
C08962,occasionally_late,7,6,1,1.16,0.65,499
C08963,occasionally_late,23,20,3,3.7,0.61,499
C08964,frequent_failure,6,3,3,3.12,0.32,499
C08965,reliable,17,17,0,0.81,0.88,499
C08966,reliable,31,30,1,0.24,0.75,499
C08967,reliable,24,24,0,0.24,0.72,499
C08968,reliable,11,11,0,0.58,0.99,499
C08969,reliable,31,28,3,0.72,0.83,499
C08970,frequent_failure,6,4,2,5.94,0.41,499
C08971,frequent_failure,5,4,1,6.72,0.4,499
C08972,frequent_failure,13,6,7,3.58,0.19,499
C08973,reliable,30,26,4,0.77,0.75,499
C08974,churn_risk,7,4,3,14.36,0.13,499
C08975,churn_risk,10,3,7,14.17,0.25,499
C08976,occasionally_late,10,9,1,3.96,0.53,499
C08977,reliable,30,28,2,0.43,0.91,499
C08978,occasionally_late,13,12,1,1.41,0.57,499
C08979,reliable,9,9,0,0.63,0.83,499
C08980,reliable,26,24,2,0.76,0.95,499
C08981,occasionally_late,13,9,4,3.54,0.73,499
C08982,reliable,6,6,0,0.45,0.97,499
C08983,reliable,19,19,0,0.25,0.8,499
C08984,reliable,7,6,1,0.55,0.97,499
C08985,reliable,26,25,1,0.23,0.88,499
C08986,churn_risk,11,8,3,13.39,0.11,499
C08987,frequent_failure,14,11,3,6.69,0.4,499
C08988,reliable,15,14,1,0.78,0.72,499
C08989,reliable,13,13,0,0.62,0.88,499
C08990,reliable,18,16,2,0.7,0.91,499
C08991,reliable,9,9,0,0.3,0.76,499
C08992,reliable,14,13,1,0.11,0.85,499
C08993,reliable,8,8,0,0.37,0.79,499
C08994,frequent_failure,6,4,2,6.17,0.38,499
C08995,reliable,26,24,2,0.46,0.92,499
C08996,occasionally_late,16,11,5,2.03,0.64,499
C08997,occasionally_late,7,4,3,3.03,0.68,499
C08998,frequent_failure,5,3,2,4.33,0.39,499
C08999,reliable,11,11,0,0.58,0.81,499
C09000,occasionally_late,12,7,5,2.87,0.5,499
C09001,reliable,35,35,0,0.36,0.96,499
C09002,churn_risk,8,4,4,7.54,0.18,499
C09003,occasionally_late,9,9,0,3.66,0.65,499
C09004,reliable,14,14,0,0.76,0.93,499
C09005,reliable,27,27,0,0.81,0.81,499
C09006,reliable,33,29,4,0.13,0.74,499
C09007,reliable,34,31,3,0.3,0.82,499
C09008,occasionally_late,18,14,4,3.63,0.49,499
C09009,reliable,32,31,1,0.69,0.72,499
C09010,churn_risk,9,4,5,7.14,0.2,499
C09011,reliable,17,14,3,0.69,0.85,499
C09012,churn_risk,9,6,3,5.44,0.25,499
C09013,reliable,9,8,1,0.89,0.7,499
C09014,occasionally_late,22,20,2,3.32,0.69,499
C09015,churn_risk,1,0,1,5.11,0.2,499
C09016,occasionally_late,6,5,1,1.95,0.64,499
C09017,reliable,9,9,0,0.53,0.86,499
C09018,reliable,19,18,1,0.99,0.74,499
C09019,reliable,7,7,0,0.33,0.73,499
C09020,reliable,23,23,0,0.04,0.89,499
C09021,reliable,8,8,0,0.45,0.71,499
C09022,reliable,32,31,1,0.04,0.88,499
C09023,occasionally_late,22,18,4,1.45,0.57,499
C09024,occasionally_late,22,16,6,2.05,0.71,499
C09025,occasionally_late,12,11,1,1.49,0.72,499
C09026,churn_risk,5,2,3,8.38,0.11,499
C09027,occasionally_late,12,10,2,3.12,0.45,499
C09028,reliable,6,6,0,0.14,0.71,499
C09029,reliable,6,5,1,0.07,0.9,499
C09030,occasionally_late,15,12,3,2.91,0.73,499
C09031,reliable,14,13,1,0.46,0.97,499
C09032,reliable,8,8,0,0.46,0.91,499
C09033,occasionally_late,7,7,0,2.41,0.62,499
C09034,reliable,6,6,0,0.72,0.89,499
C09035,frequent_failure,6,3,3,7.94,0.34,499
C09036,occasionally_late,4,3,1,1.83,0.68,499
C09037,occasionally_late,20,17,3,3.77,0.59,499
C09038,occasionally_late,4,4,0,2.6,0.6,499
C09039,reliable,12,11,1,0.92,0.82,499
C09040,frequent_failure,18,16,2,5.53,0.37,499
C09041,occasionally_late,17,14,3,2.69,0.7,499
C09042,reliable,9,8,1,0.24,0.96,499
C09043,reliable,35,33,2,0.95,0.97,499
C09044,reliable,21,20,1,0.34,0.86,499
C09045,reliable,15,15,0,0.54,0.99,499
C09046,churn_risk,3,1,2,8.78,0.17,499
C09047,churn_risk,7,2,5,6.83,0.21,499
C09048,frequent_failure,12,11,1,6.96,0.21,499
C09049,occasionally_late,16,13,3,1.91,0.59,499
C09050,reliable,25,24,1,0.24,0.85,499
C09051,occasionally_late,8,7,1,1.24,0.65,499
C09052,frequent_failure,17,13,4,6.13,0.36,499
C09053,reliable,34,33,1,0.11,0.9,499
C09054,reliable,15,15,0,0.41,0.77,499
C09055,reliable,26,25,1,0.75,0.86,499
C09056,reliable,18,18,0,0.56,0.72,499
C09057,reliable,26,24,2,0.96,0.76,499
C09058,frequent_failure,7,6,1,4.3,0.43,499
C09059,occasionally_late,19,17,2,1.17,0.46,499
C09060,occasionally_late,12,7,5,1.01,0.59,499
C09061,reliable,24,24,0,0.22,0.75,499
C09062,churn_risk,2,1,1,7.71,0.29,499
C09063,occasionally_late,17,16,1,1.83,0.71,499
C09064,occasionally_late,13,10,3,2.42,0.74,499
C09065,reliable,11,11,0,0.56,0.8,499
C09066,occasionally_late,4,4,0,3.49,0.54,499
C09067,churn_risk,2,1,1,13.2,0.25,499
C09068,reliable,7,5,2,0.79,0.76,499
C09069,churn_risk,3,2,1,5.05,0.24,499
C09070,reliable,21,21,0,0.68,0.95,499
C09071,reliable,15,15,0,0.27,0.9,499
C09072,reliable,7,6,1,0.31,0.77,499
C09073,reliable,22,22,0,0.15,0.7,499
C09074,reliable,19,19,0,0.9,0.87,499
C09075,occasionally_late,17,13,4,3.14,0.55,499
C09076,frequent_failure,3,3,0,4.54,0.45,499
C09077,occasionally_late,19,17,2,2.66,0.5,499
C09078,reliable,29,29,0,0.13,0.79,499
C09079,reliable,28,28,0,0.56,0.96,499
C09080,reliable,9,9,0,0.14,0.87,499
C09081,churn_risk,11,5,6,14.08,0.06,499
C09082,reliable,26,24,2,0.38,0.86,499
C09083,churn_risk,6,3,3,10.29,0.07,499
C09084,reliable,27,24,3,0.28,0.79,499
C09085,reliable,32,28,4,0.68,0.78,499
C09086,reliable,7,7,0,0.07,0.99,499
C09087,reliable,8,8,0,0.33,0.71,499
C09088,frequent_failure,17,11,6,7.72,0.28,499
C09089,occasionally_late,18,16,2,3.08,0.66,499
C09090,occasionally_late,23,19,4,1.97,0.72,499
C09091,occasionally_late,18,12,6,3.69,0.45,499
C09092,reliable,13,13,0,0.02,0.74,499
C09093,churn_risk,9,3,6,9.67,0.21,499
C09094,reliable,23,23,0,0.9,0.96,499
C09095,frequent_failure,5,2,3,4.8,0.45,499
C09096,reliable,36,33,3,0.12,0.97,499
C09097,frequent_failure,14,13,1,7.42,0.27,499
C09098,churn_risk,2,1,1,5.12,0.11,499
C09099,occasionally_late,7,5,2,3.95,0.74,499
C09100,reliable,26,25,1,0.17,0.98,499
C09101,churn_risk,1,0,1,6.69,0.19,499
C09102,reliable,36,33,3,0.93,0.78,499
C09103,reliable,27,25,2,0.02,0.76,499
C09104,frequent_failure,19,13,6,5.08,0.43,499
C09105,frequent_failure,7,5,2,7.42,0.45,499
C09106,churn_risk,2,1,1,6.12,0.13,499
C09107,occasionally_late,15,12,3,3.78,0.57,499
C09108,frequent_failure,9,7,2,5.45,0.47,499
C09109,occasionally_late,13,12,1,2.17,0.47,499
C09110,reliable,10,9,1,0.2,0.74,499
C09111,occasionally_late,18,14,4,1.61,0.75,499
C09112,churn_risk,2,0,2,15.0,0.25,499
C09113,occasionally_late,8,7,1,3.26,0.75,499
C09114,occasionally_late,15,12,3,1.97,0.75,499
C09115,occasionally_late,15,14,1,1.69,0.49,499
C09116,reliable,20,19,1,0.28,0.85,499
C09117,occasionally_late,8,7,1,1.19,0.65,499
C09118,occasionally_late,9,8,1,3.09,0.75,499
C09119,reliable,7,7,0,0.35,0.77,499
C09120,churn_risk,6,4,2,8.17,0.07,499
C09121,churn_risk,6,1,5,9.08,0.13,499
C09122,churn_risk,8,4,4,13.02,0.16,499
C09123,reliable,11,9,2,0.56,0.75,499
C09124,reliable,7,7,0,0.81,0.97,499
C09125,reliable,29,27,2,0.35,0.92,499
C09126,reliable,29,29,0,0.16,0.77,499
C09127,reliable,31,30,1,0.18,0.97,499
C09128,reliable,13,13,0,0.91,0.96,499
C09129,frequent_failure,4,2,2,7.26,0.29,499
C09130,occasionally_late,22,17,5,3.45,0.61,499
C09131,reliable,19,19,0,0.36,0.73,499
C09132,reliable,22,21,1,0.43,0.97,499
C09133,occasionally_late,19,17,2,2.43,0.74,499
C09134,churn_risk,7,3,4,7.85,0.06,499
C09135,reliable,15,14,1,0.6,0.9,499
C09136,frequent_failure,11,10,1,7.58,0.25,499
C09137,reliable,20,18,2,0.92,0.94,499
C09138,occasionally_late,7,5,2,2.94,0.77,499
C09139,occasionally_late,8,7,1,1.23,0.6,499
C09140,reliable,10,9,1,0.95,0.81,499
C09141,reliable,11,10,1,0.67,0.99,499
C09142,reliable,21,20,1,0.08,0.86,499
C09143,occasionally_late,7,7,0,1.66,0.46,499
C09144,frequent_failure,4,4,0,3.64,0.3,499
C09145,reliable,9,9,0,0.61,0.8,499
C09146,frequent_failure,12,9,3,6.26,0.33,499
C09147,reliable,36,32,4,0.1,0.98,499
C09148,occasionally_late,7,6,1,3.19,0.62,499
C09149,churn_risk,11,5,6,11.67,0.07,499
C09150,reliable,13,12,1,0.69,0.8,499
C09151,reliable,17,17,0,0.78,0.94,499
C09152,reliable,13,13,0,0.4,0.79,499
C09153,frequent_failure,7,3,4,5.8,0.27,499
C09154,reliable,6,6,0,0.52,0.74,499
C09155,reliable,21,21,0,0.68,0.8,499
C09156,reliable,18,17,1,0.76,0.98,499
C09157,reliable,19,19,0,0.31,0.95,499
C09158,occasionally_late,22,20,2,3.65,0.55,499
C09159,reliable,6,4,2,0.61,0.81,499
C09160,churn_risk,6,3,3,7.67,0.22,499
C09161,churn_risk,3,2,1,11.92,0.08,499
C09162,churn_risk,2,1,1,14.54,0.21,499
C09163,reliable,18,18,0,0.57,0.98,499
C09164,reliable,27,26,1,0.21,0.86,499
C09165,frequent_failure,9,5,4,6.43,0.27,499
C09166,reliable,31,31,0,0.58,0.78,499
C09167,reliable,24,23,1,0.46,0.79,499
C09168,occasionally_late,15,14,1,1.05,0.6,499
C09169,reliable,27,25,2,0.42,0.74,499
C09170,reliable,25,24,1,0.64,0.73,499
C09171,frequent_failure,7,4,3,3.69,0.4,499
C09172,reliable,33,32,1,0.37,0.86,499
C09173,frequent_failure,3,2,1,4.11,0.19,499
C09174,reliable,27,25,2,0.72,0.82,499
C09175,occasionally_late,20,15,5,2.45,0.5,499
C09176,reliable,19,19,0,0.38,0.77,499
C09177,reliable,21,19,2,0.97,0.87,499
C09178,frequent_failure,19,12,7,7.42,0.37,499
C09179,reliable,36,33,3,0.87,0.9,499
C09180,reliable,27,25,2,0.08,0.95,499
C09181,reliable,12,12,0,0.75,0.95,499
C09182,reliable,33,33,0,0.35,0.96,499
C09183,reliable,16,15,1,0.44,0.86,499
C09184,reliable,23,23,0,0.16,0.71,499
C09185,reliable,23,23,0,0.61,0.86,499
C09186,occasionally_late,5,5,0,2.0,0.63,499
C09187,reliable,32,32,0,0.06,0.78,499
C09188,occasionally_late,8,7,1,1.84,0.55,499
C09189,reliable,18,18,0,0.62,0.95,499
C09190,reliable,19,19,0,0.45,0.96,499
C09191,reliable,16,15,1,0.66,0.77,499
C09192,occasionally_late,6,6,0,3.64,0.79,499
C09193,frequent_failure,8,6,2,6.53,0.22,499
C09194,occasionally_late,23,16,7,2.6,0.61,499
C09195,occasionally_late,10,9,1,1.63,0.62,499
C09196,reliable,27,27,0,0.67,0.76,499
C09197,reliable,23,20,3,0.91,0.81,499
C09198,frequent_failure,8,5,3,6.06,0.21,499
C09199,occasionally_late,5,2,3,1.57,0.69,499
C09200,reliable,32,30,2,0.69,0.98,499
C09201,occasionally_late,23,17,6,2.91,0.72,499
C09202,reliable,21,19,2,0.11,0.94,499
C09203,reliable,35,32,3,0.61,0.99,499
C09204,churn_risk,9,2,7,5.42,0.23,499
C09205,occasionally_late,10,8,2,1.68,0.65,499
C09206,reliable,11,10,1,0.39,0.81,499
C09207,frequent_failure,6,6,0,3.64,0.17,499
C09208,churn_risk,7,4,3,10.52,0.09,499
C09209,reliable,21,20,1,0.98,0.8,499
