payment_id,customer_id,amount,profile,subscription_months,successful_payments,failed_payments,avg_delay_days,reminder_success_rate,failure_reason,attempt_number,action,recovery_probability_true,recovered
P002399,C01324,499,reliable,32,30,1,0.3,0.82,bank_error,2,WAIT,0.8209,1
P002399,C01324,499,reliable,32,30,1,0.3,0.82,bank_error,2,RETRY,0.8874,1
P002399,C01324,499,reliable,32,30,1,0.3,0.82,bank_error,2,REMINDER,0.718,0
P002399,C01324,499,reliable,32,30,1,0.3,0.82,bank_error,2,PAYMENT_LINK,0.6475,0
P002400,C09406,499,reliable,18,6,2,0.56,0.92,insufficient_funds,2,WAIT,0.7429,1
P002400,C09406,499,reliable,18,6,2,0.56,0.92,insufficient_funds,2,RETRY,0.3542,1
P002400,C09406,499,reliable,18,6,2,0.56,0.92,insufficient_funds,2,REMINDER,0.7467,1
P002400,C09406,499,reliable,18,6,2,0.56,0.92,insufficient_funds,2,PAYMENT_LINK,0.5632,0
P002401,C01615,499,occasionally_late,9,13,4,2.83,0.58,insufficient_funds,2,WAIT,0.7066,1
P002401,C01615,499,occasionally_late,9,13,4,2.83,0.58,insufficient_funds,2,RETRY,0.3437,1
P002401,C01615,499,occasionally_late,9,13,4,2.83,0.58,insufficient_funds,2,REMINDER,0.6555,0
P002401,C01615,499,occasionally_late,9,13,4,2.83,0.58,insufficient_funds,2,PAYMENT_LINK,0.7457,1
P002402,C00832,499,reliable,24,19,1,0.09,0.94,payment_method_issue,1,WAIT,0.5687,1
P002402,C00832,499,reliable,24,19,1,0.09,0.94,payment_method_issue,1,RETRY,0.5774,0
P002402,C00832,499,reliable,24,19,1,0.09,0.94,payment_method_issue,1,REMINDER,0.8326,0
P002402,C00832,499,reliable,24,19,1,0.09,0.94,payment_method_issue,1,PAYMENT_LINK,0.8807,1
P002403,C03884,499,occasionally_late,11,3,3,1.84,0.67,authentication_failed,1,WAIT,0.4903,1
P002403,C03884,499,occasionally_late,11,3,3,1.84,0.67,authentication_failed,1,RETRY,0.2249,0
P002403,C03884,499,occasionally_late,11,3,3,1.84,0.67,authentication_failed,1,REMINDER,0.6501,1
P002403,C03884,499,occasionally_late,11,3,3,1.84,0.67,authentication_failed,1,PAYMENT_LINK,0.8663,1
P002404,C08642,499,occasionally_late,19,5,3,3.3,0.68,payment_method_issue,1,WAIT,0.5132,1
P002404,C08642,499,occasionally_late,19,5,3,3.3,0.68,payment_method_issue,1,RETRY,0.43,0
P002404,C08642,499,occasionally_late,19,5,3,3.3,0.68,payment_method_issue,1,REMINDER,0.6976,1
P002404,C08642,499,occasionally_late,19,5,3,3.3,0.68,payment_method_issue,1,PAYMENT_LINK,0.8605,1
P002405,C04465,499,occasionally_late,6,18,4,2.88,0.55,authentication_failed,3,WAIT,0.4579,0
P002405,C04465,499,occasionally_late,6,18,4,2.88,0.55,authentication_failed,3,RETRY,0.1046,1
P002405,C04465,499,occasionally_late,6,18,4,2.88,0.55,authentication_failed,3,REMINDER,0.7152,1
P002405,C04465,499,occasionally_late,6,18,4,2.88,0.55,authentication_failed,3,PAYMENT_LINK,0.9149,1
P002406,C05340,499,reliable,23,14,1,0.03,0.97,authentication_failed,3,WAIT,0.4164,0
P002406,C05340,499,reliable,23,14,1,0.03,0.97,authentication_failed,3,RETRY,0.1626,0
P002406,C05340,499,reliable,23,14,1,0.03,0.97,authentication_failed,3,REMINDER,0.8519,0
P002406,C05340,499,reliable,23,14,1,0.03,0.97,authentication_failed,3,PAYMENT_LINK,0.9225,1
P002407,C08067,499,reliable,30,22,0,0.04,0.83,payment_method_issue,2,WAIT,0.5718,0
P002407,C08067,499,reliable,30,22,0,0.04,0.83,payment_method_issue,2,RETRY,0.5188,0
P002407,C08067,499,reliable,30,22,0,0.04,0.83,payment_method_issue,2,REMINDER,0.7302,1
P002407,C08067,499,reliable,30,22,0,0.04,0.83,payment_method_issue,2,PAYMENT_LINK,0.7817,1
P002408,C01650,499,churn_risk,10,4,5,7.55,0.08,payment_method_issue,2,WAIT,0.3657,0
P002408,C01650,499,churn_risk,10,4,5,7.55,0.08,payment_method_issue,2,RETRY,0.2747,1
P002408,C01650,499,churn_risk,10,4,5,7.55,0.08,payment_method_issue,2,REMINDER,0.36,0
P002408,C01650,499,churn_risk,10,4,5,7.55,0.08,payment_method_issue,2,PAYMENT_LINK,0.6795,0
P002409,C04066,499,reliable,29,8,0,0.78,0.9,bank_error,2,WAIT,0.7052,1
P002409,C04066,499,reliable,29,8,0,0.78,0.9,bank_error,2,RETRY,0.8689,1
P002409,C04066,499,reliable,29,8,0,0.78,0.9,bank_error,2,REMINDER,0.7238,1
P002409,C04066,499,reliable,29,8,0,0.78,0.9,bank_error,2,PAYMENT_LINK,0.7216,1
P002410,C09666,499,reliable,25,31,1,0.11,0.84,authentication_failed,3,WAIT,0.4254,0
P002410,C09666,499,reliable,25,31,1,0.11,0.84,authentication_failed,3,RETRY,0.2213,0
P002410,C09666,499,reliable,25,31,1,0.11,0.84,authentication_failed,3,REMINDER,0.8361,0
P002410,C09666,499,reliable,25,31,1,0.11,0.84,authentication_failed,3,PAYMENT_LINK,0.95,1
P002411,C03039,499,frequent_failure,15,6,7,5.02,0.26,insufficient_funds,1,WAIT,0.6207,0
P002411,C03039,499,frequent_failure,15,6,7,5.02,0.26,insufficient_funds,1,RETRY,0.2197,1
P002411,C03039,499,frequent_failure,15,6,7,5.02,0.26,insufficient_funds,1,REMINDER,0.4572,0
P002411,C03039,499,frequent_failure,15,6,7,5.02,0.26,insufficient_funds,1,PAYMENT_LINK,0.56,0
P002412,C03321,499,occasionally_late,18,17,2,3.77,0.7,payment_method_issue,1,WAIT,0.5422,1
P002412,C03321,499,occasionally_late,18,17,2,3.77,0.7,payment_method_issue,1,RETRY,0.4338,1
P002412,C03321,499,occasionally_late,18,17,2,3.77,0.7,payment_method_issue,1,REMINDER,0.7399,1
P002412,C03321,499,occasionally_late,18,17,2,3.77,0.7,payment_method_issue,1,PAYMENT_LINK,0.7738,1
P002413,C07144,499,frequent_failure,11,11,5,5.06,0.29,bank_error,2,WAIT,0.654,1
P002413,C07144,499,frequent_failure,11,11,5,5.06,0.29,bank_error,2,RETRY,0.7034,1
P002413,C07144,499,frequent_failure,11,11,5,5.06,0.29,bank_error,2,REMINDER,0.4773,0
P002413,C07144,499,frequent_failure,11,11,5,5.06,0.29,bank_error,2,PAYMENT_LINK,0.4854,1
P002414,C06890,499,reliable,16,7,0,0.59,0.95,authentication_failed,1,WAIT,0.4802,1
P002414,C06890,499,reliable,16,7,0,0.59,0.95,authentication_failed,1,RETRY,0.306,0
P002414,C06890,499,reliable,16,7,0,0.59,0.95,authentication_failed,1,REMINDER,0.925,1
P002414,C06890,499,reliable,16,7,0,0.59,0.95,authentication_failed,1,PAYMENT_LINK,0.933,1
P002415,C05093,499,churn_risk,11,0,6,12.13,0.2,bank_error,3,WAIT,0.4326,0
P002415,C05093,499,churn_risk,11,0,6,12.13,0.2,bank_error,3,RETRY,0.5153,1
P002415,C05093,499,churn_risk,11,0,6,12.13,0.2,bank_error,3,REMINDER,0.3221,1
P002415,C05093,499,churn_risk,11,0,6,12.13,0.2,bank_error,3,PAYMENT_LINK,0.5665,0
P002416,C03721,499,occasionally_late,11,18,3,1.6,0.74,payment_method_issue,1,WAIT,0.491,1
P002416,C03721,499,occasionally_late,11,18,3,1.6,0.74,payment_method_issue,1,RETRY,0.4149,0
P002416,C03721,499,occasionally_late,11,18,3,1.6,0.74,payment_method_issue,1,REMINDER,0.7999,0
P002416,C03721,499,occasionally_late,11,18,3,1.6,0.74,payment_method_issue,1,PAYMENT_LINK,0.8312,1
P002417,C02424,499,reliable,20,13,1,0.52,0.97,bank_error,2,WAIT,0.7166,1
P002417,C02424,499,reliable,20,13,1,0.52,0.97,bank_error,2,RETRY,0.8236,1
P002417,C02424,499,reliable,20,13,1,0.52,0.97,bank_error,2,REMINDER,0.722,1
P002417,C02424,499,reliable,20,13,1,0.52,0.97,bank_error,2,PAYMENT_LINK,0.6737,1
P002418,C00750,499,occasionally_late,18,4,3,3.65,0.76,insufficient_funds,2,WAIT,0.7341,1
P002418,C00750,499,occasionally_late,18,4,3,3.65,0.76,insufficient_funds,2,RETRY,0.2607,0
P002418,C00750,499,occasionally_late,18,4,3,3.65,0.76,insufficient_funds,2,REMINDER,0.715,0
P002418,C00750,499,occasionally_late,18,4,3,3.65,0.76,insufficient_funds,2,PAYMENT_LINK,0.653,1
P002419,C05272,499,frequent_failure,14,8,4,6.31,0.19,insufficient_funds,1,WAIT,0.5366,0
P002419,C05272,499,frequent_failure,14,8,4,6.31,0.19,insufficient_funds,1,RETRY,0.194,0
P002419,C05272,499,frequent_failure,14,8,4,6.31,0.19,insufficient_funds,1,REMINDER,0.4563,0
P002419,C05272,499,frequent_failure,14,8,4,6.31,0.19,insufficient_funds,1,PAYMENT_LINK,0.5189,0
P002420,C02374,499,occasionally_late,7,8,3,2.58,0.51,bank_error,2,WAIT,0.6973,0
P002420,C02374,499,occasionally_late,7,8,3,2.58,0.51,bank_error,2,RETRY,0.7684,1
P002420,C02374,499,occasionally_late,7,8,3,2.58,0.51,bank_error,2,REMINDER,0.6447,1
P002420,C02374,499,occasionally_late,7,8,3,2.58,0.51,bank_error,2,PAYMENT_LINK,0.621,1
P002421,C04694,499,frequent_failure,17,9,5,6.24,0.22,bank_error,2,WAIT,0.5531,0
P002421,C04694,499,frequent_failure,17,9,5,6.24,0.22,bank_error,2,RETRY,0.7865,1
P002421,C04694,499,frequent_failure,17,9,5,6.24,0.22,bank_error,2,REMINDER,0.321,0
P002421,C04694,499,frequent_failure,17,9,5,6.24,0.22,bank_error,2,PAYMENT_LINK,0.5822,0
P002422,C09880,499,reliable,35,16,2,0.74,0.75,bank_error,3,WAIT,0.6544,0
P002422,C09880,499,reliable,35,16,2,0.74,0.75,bank_error,3,RETRY,0.7276,1
P002422,C09880,499,reliable,35,16,2,0.74,0.75,bank_error,3,REMINDER,0.7126,0
P002422,C09880,499,reliable,35,16,2,0.74,0.75,bank_error,3,PAYMENT_LINK,0.7085,1
P002423,C08371,499,reliable,34,11,0,0.31,0.9,insufficient_funds,3,WAIT,0.725,1
P002423,C08371,499,reliable,34,11,0,0.31,0.9,insufficient_funds,3,RETRY,0.3162,0
P002423,C08371,499,reliable,34,11,0,0.31,0.9,insufficient_funds,3,REMINDER,0.8187,1
P002423,C08371,499,reliable,34,11,0,0.31,0.9,insufficient_funds,3,PAYMENT_LINK,0.6724,0
P002424,C07320,499,reliable,28,6,0,0.44,0.99,bank_error,1,WAIT,0.7402,1
P002424,C07320,499,reliable,28,6,0,0.44,0.99,bank_error,1,RETRY,0.8756,1
P002424,C07320,499,reliable,28,6,0,0.44,0.99,bank_error,1,REMINDER,0.8893,1
P002424,C07320,499,reliable,28,6,0,0.44,0.99,bank_error,1,PAYMENT_LINK,0.6947,1
P002425,C04369,499,occasionally_late,6,10,1,1.53,0.72,bank_error,2,WAIT,0.7192,0
P002425,C04369,499,occasionally_late,6,10,1,1.53,0.72,bank_error,2,RETRY,0.8345,1
P002425,C04369,499,occasionally_late,6,10,1,1.53,0.72,bank_error,2,REMINDER,0.6237,0
P002425,C04369,499,occasionally_late,6,10,1,1.53,0.72,bank_error,2,PAYMENT_LINK,0.6271,1
P002426,C06786,499,reliable,34,8,0,0.92,1.0,authentication_failed,1,WAIT,0.5294,0
P002426,C06786,499,reliable,34,8,0,0.92,1.0,authentication_failed,1,RETRY,0.3615,1
P002426,C06786,499,reliable,34,8,0,0.92,1.0,authentication_failed,1,REMINDER,0.9412,1
P002426,C06786,499,reliable,34,8,0,0.92,1.0,authentication_failed,1,PAYMENT_LINK,0.95,1
P002427,C07402,499,occasionally_late,19,15,4,1.6,0.66,bank_error,3,WAIT,0.5792,1
P002427,C07402,499,occasionally_late,19,15,4,1.6,0.66,bank_error,3,RETRY,0.6698,1
P002427,C07402,499,occasionally_late,19,15,4,1.6,0.66,bank_error,3,REMINDER,0.5745,1
P002427,C07402,499,occasionally_late,19,15,4,1.6,0.66,bank_error,3,PAYMENT_LINK,0.6038,0
P002428,C01140,499,reliable,8,29,2,0.65,0.77,payment_method_issue,3,WAIT,0.5109,1
P002428,C01140,499,reliable,8,29,2,0.65,0.77,payment_method_issue,3,RETRY,0.2456,0
P002428,C01140,499,reliable,8,29,2,0.65,0.77,payment_method_issue,3,REMINDER,0.7803,1
P002428,C01140,499,reliable,8,29,2,0.65,0.77,payment_method_issue,3,PAYMENT_LINK,0.8282,1
P002429,C07632,499,reliable,35,32,0,0.78,0.94,payment_method_issue,3,WAIT,0.5365,1
P002429,C07632,499,reliable,35,32,0,0.78,0.94,payment_method_issue,3,RETRY,0.3521,1
P002429,C07632,499,reliable,35,32,0,0.78,0.94,payment_method_issue,3,REMINDER,0.8707,0
P002429,C07632,499,reliable,35,32,0,0.78,0.94,payment_method_issue,3,PAYMENT_LINK,0.8704,1
P002430,C02232,499,frequent_failure,6,4,3,7.85,0.26,bank_error,1,WAIT,0.5601,1
P002430,C02232,499,frequent_failure,6,4,3,7.85,0.26,bank_error,1,RETRY,0.685,1
P002430,C02232,499,frequent_failure,6,4,3,7.85,0.26,bank_error,1,REMINDER,0.3555,0
P002430,C02232,499,frequent_failure,6,4,3,7.85,0.26,bank_error,1,PAYMENT_LINK,0.5089,0
P002431,C02165,499,reliable,13,18,0,0.8,0.89,payment_method_issue,3,WAIT,0.5086,1
P002431,C02165,499,reliable,13,18,0,0.8,0.89,payment_method_issue,3,RETRY,0.3474,1
P002431,C02165,499,reliable,13,18,0,0.8,0.89,payment_method_issue,3,REMINDER,0.8692,1
P002431,C02165,499,reliable,13,18,0,0.8,0.89,payment_method_issue,3,PAYMENT_LINK,0.8817,1
P002432,C05218,499,occasionally_late,8,12,1,1.77,0.67,payment_method_issue,2,WAIT,0.5386,1
P002432,C05218,499,occasionally_late,8,12,1,1.77,0.67,payment_method_issue,2,RETRY,0.494,1
P002432,C05218,499,occasionally_late,8,12,1,1.77,0.67,payment_method_issue,2,REMINDER,0.783,1
P002432,C05218,499,occasionally_late,8,12,1,1.77,0.67,payment_method_issue,2,PAYMENT_LINK,0.7877,0
P002433,C09445,499,reliable,9,21,2,0.6,0.99,payment_method_issue,3,WAIT,0.537,1
P002433,C09445,499,reliable,9,21,2,0.6,0.99,payment_method_issue,3,RETRY,0.2817,1
P002433,C09445,499,reliable,9,21,2,0.6,0.99,payment_method_issue,3,REMINDER,0.8984,1
P002433,C09445,499,reliable,9,21,2,0.6,0.99,payment_method_issue,3,PAYMENT_LINK,0.8267,1
P002434,C09238,499,reliable,21,17,0,0.63,0.9,bank_error,1,WAIT,0.654,0
P002434,C09238,499,reliable,21,17,0,0.63,0.9,bank_error,1,RETRY,0.7746,1
P002434,C09238,499,reliable,21,17,0,0.63,0.9,bank_error,1,REMINDER,0.7608,0
P002434,C09238,499,reliable,21,17,0,0.63,0.9,bank_error,1,PAYMENT_LINK,0.6906,1
P002435,C04562,499,frequent_failure,6,9,5,7.11,0.24,bank_error,3,WAIT,0.5828,1
P002435,C04562,499,frequent_failure,6,9,5,7.11,0.24,bank_error,3,RETRY,0.5756,0
P002435,C04562,499,frequent_failure,6,9,5,7.11,0.24,bank_error,3,REMINDER,0.4895,1
P002435,C04562,499,frequent_failure,6,9,5,7.11,0.24,bank_error,3,PAYMENT_LINK,0.5764,1
P002436,C01571,499,occasionally_late,5,3,3,3.72,0.65,payment_method_issue,1,WAIT,0.5054,1
P002436,C01571,499,occasionally_late,5,3,3,3.72,0.65,payment_method_issue,1,RETRY,0.4022,1
P002436,C01571,499,occasionally_late,5,3,3,3.72,0.65,payment_method_issue,1,REMINDER,0.7161,0
P002436,C01571,499,occasionally_late,5,3,3,3.72,0.65,payment_method_issue,1,PAYMENT_LINK,0.7532,0
P002437,C00173,499,reliable,28,12,2,0.37,0.78,bank_error,2,WAIT,0.7088,0
P002437,C00173,499,reliable,28,12,2,0.37,0.78,bank_error,2,RETRY,0.8541,1
P002437,C00173,499,reliable,28,12,2,0.37,0.78,bank_error,2,REMINDER,0.7254,0
P002437,C00173,499,reliable,28,12,2,0.37,0.78,bank_error,2,PAYMENT_LINK,0.6982,1
P002438,C07164,499,occasionally_late,11,14,2,3.24,0.54,bank_error,3,WAIT,0.6696,1
P002438,C07164,499,occasionally_late,11,14,2,3.24,0.54,bank_error,3,RETRY,0.7611,0
P002438,C07164,499,occasionally_late,11,14,2,3.24,0.54,bank_error,3,REMINDER,0.5749,0
P002438,C07164,499,occasionally_late,11,14,2,3.24,0.54,bank_error,3,PAYMENT_LINK,0.6072,1
P002439,C02088,499,frequent_failure,19,3,4,4.27,0.45,payment_method_issue,1,WAIT,0.4054,1
P002439,C02088,499,frequent_failure,19,3,4,4.27,0.45,payment_method_issue,1,RETRY,0.2944,0
P002439,C02088,499,frequent_failure,19,3,4,4.27,0.45,payment_method_issue,1,REMINDER,0.5157,1
P002439,C02088,499,frequent_failure,19,3,4,4.27,0.45,payment_method_issue,1,PAYMENT_LINK,0.7572,1
P002440,C04668,499,reliable,24,28,1,0.73,0.7,payment_method_issue,2,WAIT,0.5985,0
P002440,C04668,499,reliable,24,28,1,0.73,0.7,payment_method_issue,2,RETRY,0.3775,0
P002440,C04668,499,reliable,24,28,1,0.73,0.7,payment_method_issue,2,REMINDER,0.6908,1
P002440,C04668,499,reliable,24,28,1,0.73,0.7,payment_method_issue,2,PAYMENT_LINK,0.8155,1
P002441,C04566,499,churn_risk,1,0,6,8.62,0.2,insufficient_funds,2,WAIT,0.5454,0
P002441,C04566,499,churn_risk,1,0,6,8.62,0.2,insufficient_funds,2,RETRY,0.1498,0
P002441,C04566,499,churn_risk,1,0,6,8.62,0.2,insufficient_funds,2,REMINDER,0.4295,0
P002441,C04566,499,churn_risk,1,0,6,8.62,0.2,insufficient_funds,2,PAYMENT_LINK,0.4542,0
P002442,C07090,499,occasionally_late,5,11,4,1.03,0.49,payment_method_issue,3,WAIT,0.4574,1
P002442,C07090,499,occasionally_late,5,11,4,1.03,0.49,payment_method_issue,3,RETRY,0.2327,0
P002442,C07090,499,occasionally_late,5,11,4,1.03,0.49,payment_method_issue,3,REMINDER,0.687,1
P002442,C07090,499,occasionally_late,5,11,4,1.03,0.49,payment_method_issue,3,PAYMENT_LINK,0.8067,1
P002443,C06570,499,reliable,22,16,1,0.15,0.84,bank_error,2,WAIT,0.693,1
P002443,C06570,499,reliable,22,16,1,0.15,0.84,bank_error,2,RETRY,0.8396,1
P002443,C06570,499,reliable,22,16,1,0.15,0.84,bank_error,2,REMINDER,0.7668,1
P002443,C06570,499,reliable,22,16,1,0.15,0.84,bank_error,2,PAYMENT_LINK,0.7341,1
P002444,C04784,499,reliable,34,24,2,0.55,0.95,insufficient_funds,2,WAIT,0.713,1
P002444,C04784,499,reliable,34,24,2,0.55,0.95,insufficient_funds,2,RETRY,0.354,0
P002444,C04784,499,reliable,34,24,2,0.55,0.95,insufficient_funds,2,REMINDER,0.8796,1
P002444,C04784,499,reliable,34,24,2,0.55,0.95,insufficient_funds,2,PAYMENT_LINK,0.6281,0
P002445,C02685,499,reliable,14,22,2,0.97,0.89,payment_method_issue,1,WAIT,0.5027,0
P002445,C02685,499,reliable,14,22,2,0.97,0.89,payment_method_issue,1,RETRY,0.4858,1
P002445,C02685,499,reliable,14,22,2,0.97,0.89,payment_method_issue,1,REMINDER,0.8456,0
P002445,C02685,499,reliable,14,22,2,0.97,0.89,payment_method_issue,1,PAYMENT_LINK,0.8622,1
P002446,C01833,499,reliable,22,12,0,0.96,0.97,bank_error,1,WAIT,0.7652,0
P002446,C01833,499,reliable,22,12,0,0.96,0.97,bank_error,1,RETRY,0.7943,1
P002446,C01833,499,reliable,22,12,0,0.96,0.97,bank_error,1,REMINDER,0.8576,1
P002446,C01833,499,reliable,22,12,0,0.96,0.97,bank_error,1,PAYMENT_LINK,0.6861,1
P002447,C08547,499,reliable,16,13,1,0.14,0.91,bank_error,1,WAIT,0.8252,1
P002447,C08547,499,reliable,16,13,1,0.14,0.91,bank_error,1,RETRY,0.8746,1
P002447,C08547,499,reliable,16,13,1,0.14,0.91,bank_error,1,REMINDER,0.694,1
P002447,C08547,499,reliable,16,13,1,0.14,0.91,bank_error,1,PAYMENT_LINK,0.6813,1
P002448,C05066,499,reliable,17,14,2,0.54,0.95,insufficient_funds,3,WAIT,0.7176,0
P002448,C05066,499,reliable,17,14,2,0.54,0.95,insufficient_funds,3,RETRY,0.1706,0
P002448,C05066,499,reliable,17,14,2,0.54,0.95,insufficient_funds,3,REMINDER,0.7869,1
P002448,C05066,499,reliable,17,14,2,0.54,0.95,insufficient_funds,3,PAYMENT_LINK,0.6399,1
P002449,C09131,499,reliable,33,34,0,0.5,0.83,insufficient_funds,2,WAIT,0.7491,1
P002449,C09131,499,reliable,33,34,0,0.5,0.83,insufficient_funds,2,RETRY,0.2985,0
P002449,C09131,499,reliable,33,34,0,0.5,0.83,insufficient_funds,2,REMINDER,0.8209,1
P002449,C09131,499,reliable,33,34,0,0.5,0.83,insufficient_funds,2,PAYMENT_LINK,0.7361,1
P002450,C09356,499,churn_risk,5,1,6,11.84,0.28,authentication_failed,3,WAIT,0.3248,0
P002450,C09356,499,churn_risk,5,1,6,11.84,0.28,authentication_failed,3,RETRY,0.05,0
P002450,C09356,499,churn_risk,5,1,6,11.84,0.28,authentication_failed,3,REMINDER,0.4904,1
P002450,C09356,499,churn_risk,5,1,6,11.84,0.28,authentication_failed,3,PAYMENT_LINK,0.7377,1
P002451,C04413,499,reliable,24,29,0,0.62,0.82,insufficient_funds,3,WAIT,0.7415,1
P002451,C04413,499,reliable,24,29,0,0.62,0.82,insufficient_funds,3,RETRY,0.2219,1
P002451,C04413,499,reliable,24,29,0,0.62,0.82,insufficient_funds,3,REMINDER,0.7433,1
P002451,C04413,499,reliable,24,29,0,0.62,0.82,insufficient_funds,3,PAYMENT_LINK,0.7118,0
P002452,C07208,499,occasionally_late,18,18,3,2.13,0.78,authentication_failed,1,WAIT,0.5389,1
P002452,C07208,499,occasionally_late,18,18,3,2.13,0.78,authentication_failed,1,RETRY,0.3751,0
P002452,C07208,499,occasionally_late,18,18,3,2.13,0.78,authentication_failed,1,REMINDER,0.8223,1
P002452,C07208,499,occasionally_late,18,18,3,2.13,0.78,authentication_failed,1,PAYMENT_LINK,0.8965,1
P002453,C09891,499,reliable,15,25,0,0.92,0.83,bank_error,2,WAIT,0.7294,0
P002453,C09891,499,reliable,15,25,0,0.92,0.83,bank_error,2,RETRY,0.9105,1
P002453,C09891,499,reliable,15,25,0,0.92,0.83,bank_error,2,REMINDER,0.7629,1
P002453,C09891,499,reliable,15,25,0,0.92,0.83,bank_error,2,PAYMENT_LINK,0.6885,0
P002454,C00835,499,reliable,25,17,2,0.08,0.95,payment_method_issue,3,WAIT,0.4768,0
P002454,C00835,499,reliable,25,17,2,0.08,0.95,payment_method_issue,3,RETRY,0.2181,0
P002454,C00835,499,reliable,25,17,2,0.08,0.95,payment_method_issue,3,REMINDER,0.7783,1
P002454,C00835,499,reliable,25,17,2,0.08,0.95,payment_method_issue,3,PAYMENT_LINK,0.9277,1
P002455,C06822,499,churn_risk,6,2,7,9.63,0.09,bank_error,3,WAIT,0.4825,0
P002455,C06822,499,churn_risk,6,2,7,9.63,0.09,bank_error,3,RETRY,0.5561,0
P002455,C06822,499,churn_risk,6,2,7,9.63,0.09,bank_error,3,REMINDER,0.3491,1
P002455,C06822,499,churn_risk,6,2,7,9.63,0.09,bank_error,3,PAYMENT_LINK,0.4699,0
P002456,C03782,499,frequent_failure,12,8,5,7.15,0.3,payment_method_issue,3,WAIT,0.4029,1
P002456,C03782,499,frequent_failure,12,8,5,7.15,0.3,payment_method_issue,3,RETRY,0.077,0
P002456,C03782,499,frequent_failure,12,8,5,7.15,0.3,payment_method_issue,3,REMINDER,0.486,1
P002456,C03782,499,frequent_failure,12,8,5,7.15,0.3,payment_method_issue,3,PAYMENT_LINK,0.7042,1
P002457,C09013,499,reliable,7,28,1,0.33,0.94,bank_error,3,WAIT,0.6686,1
P002457,C09013,499,reliable,7,28,1,0.33,0.94,bank_error,3,RETRY,0.7579,1
P002457,C09013,499,reliable,7,28,1,0.33,0.94,bank_error,3,REMINDER,0.6984,0
P002457,C09013,499,reliable,7,28,1,0.33,0.94,bank_error,3,PAYMENT_LINK,0.7314,0
P002458,C07500,499,occasionally_late,11,12,1,3.44,0.64,insufficient_funds,1,WAIT,0.68,1
P002458,C07500,499,occasionally_late,11,12,1,3.44,0.64,insufficient_funds,1,RETRY,0.3423,0
P002458,C07500,499,occasionally_late,11,12,1,3.44,0.64,insufficient_funds,1,REMINDER,0.6125,0
P002458,C07500,499,occasionally_late,11,12,1,3.44,0.64,insufficient_funds,1,PAYMENT_LINK,0.531,1
P002459,C03425,499,frequent_failure,10,2,7,7.0,0.36,insufficient_funds,3,WAIT,0.5209,1
P002459,C03425,499,frequent_failure,10,2,7,7.0,0.36,insufficient_funds,3,RETRY,0.0618,0
P002459,C03425,499,frequent_failure,10,2,7,7.0,0.36,insufficient_funds,3,REMINDER,0.4886,0
P002459,C03425,499,frequent_failure,10,2,7,7.0,0.36,insufficient_funds,3,PAYMENT_LINK,0.4919,0
P002460,C00066,499,occasionally_late,8,5,4,2.7,0.51,insufficient_funds,1,WAIT,0.7115,1
P002460,C00066,499,occasionally_late,8,5,4,2.7,0.51,insufficient_funds,1,RETRY,0.2926,0
P002460,C00066,499,occasionally_late,8,5,4,2.7,0.51,insufficient_funds,1,REMINDER,0.6008,1
P002460,C00066,499,occasionally_late,8,5,4,2.7,0.51,insufficient_funds,1,PAYMENT_LINK,0.6458,1
P002461,C02964,499,occasionally_late,8,15,3,3.03,0.46,payment_method_issue,2,WAIT,0.5059,1
P002461,C02964,499,occasionally_late,8,15,3,3.03,0.46,payment_method_issue,2,RETRY,0.3497,1
P002461,C02964,499,occasionally_late,8,15,3,3.03,0.46,payment_method_issue,2,REMINDER,0.7043,1
P002461,C02964,499,occasionally_late,8,15,3,3.03,0.46,payment_method_issue,2,PAYMENT_LINK,0.7606,0
P002462,C05670,499,reliable,6,34,1,0.88,0.94,payment_method_issue,3,WAIT,0.5604,1
P002462,C05670,499,reliable,6,34,1,0.88,0.94,payment_method_issue,3,RETRY,0.3228,0
P002462,C05670,499,reliable,6,34,1,0.88,0.94,payment_method_issue,3,REMINDER,0.8298,1
P002462,C05670,499,reliable,6,34,1,0.88,0.94,payment_method_issue,3,PAYMENT_LINK,0.8901,1
P002463,C08963,499,reliable,17,27,1,0.57,0.81,bank_error,1,WAIT,0.6685,1
P002463,C08963,499,reliable,17,27,1,0.57,0.81,bank_error,1,RETRY,0.8995,1
P002463,C08963,499,reliable,17,27,1,0.57,0.81,bank_error,1,REMINDER,0.6879,1
P002463,C08963,499,reliable,17,27,1,0.57,0.81,bank_error,1,PAYMENT_LINK,0.7215,1
P002464,C00355,499,reliable,28,26,1,0.13,0.96,insufficient_funds,1,WAIT,0.8023,1
P002464,C00355,499,reliable,28,26,1,0.13,0.96,insufficient_funds,1,RETRY,0.4059,0
P002464,C00355,499,reliable,28,26,1,0.13,0.96,insufficient_funds,1,REMINDER,0.8117,1
P002464,C00355,499,reliable,28,26,1,0.13,0.96,insufficient_funds,1,PAYMENT_LINK,0.756,1
P002465,C08172,499,frequent_failure,10,8,5,4.92,0.47,bank_error,3,WAIT,0.5153,1
P002465,C08172,499,frequent_failure,10,8,5,4.92,0.47,bank_error,3,RETRY,0.5729,0
P002465,C08172,499,frequent_failure,10,8,5,4.92,0.47,bank_error,3,REMINDER,0.49,0
P002465,C08172,499,frequent_failure,10,8,5,4.92,0.47,bank_error,3,PAYMENT_LINK,0.4091,0
